sample-id,input,filtered,percentage of input passed filter,denoised,merged,percentage of input merged,non-chimeric,percentage of input non-chimeric,Year,Marker,Platform,Sample_target
Sample-159,196161,172880,88.13,172243,167689,85.49,164231,83.72,24,mifish,MS,surface
Sample-160,188382,169745,90.11,169216,166245,88.25,163387,86.73,24,mifish,MS,surface
Sample-161,184740,166544,90.15,166066,162960,88.21,158312,85.69,24,mifish,MS,surface
Sample-162,173670,152264,87.67,151711,148924,85.75,146541,84.38,24,mifish,MS,surface
Sample-163,212423,189783,89.34,189282,186145,87.63,182985,86.14,24,mifish,MS,surface
Sample-164,197214,168910,85.65,167594,165052,83.69,162384,82.34,24,mifish,MS,surface
Sample-165,220581,192542,87.29,191780,188929,85.65,185223,83.97,24,mifish,MS,surface
Sample-166,226804,201729,88.94,200785,195903,86.38,191573,84.47,24,mifish,MS,surface
Sample-167,183648,163610,89.09,163133,160169,87.22,156608,85.28,24,mifish,MS,surface
Sample-168,10459,8894,85.04,8819,8700,83.18,8700,83.18,24,mifish,MS,blank
Sample-169,3437,1079,31.39,964,852,24.79,852,24.79,24,mifish,MS,blank
Sample-170,3849,2272,59.03,2135,2047,53.18,2047,53.18,24,mifish,MS,blank
Sample-171,953,303,31.79,242,210,22.04,210,22.04,24,mifish,MS,blank
Sample-172,3640,1642,45.11,1555,1455,39.97,1455,39.97,24,mifish,MS,blank
Sample-173,13432,9722,72.38,9559,9278,69.07,9278,69.07,24,mifish,MS,blank
Sample-174,1582,365,23.07,260,198,12.52,198,12.52,24,mifish,MS,blank
Sample-175,1726,823,47.68,756,664,38.47,664,38.47,24,mifish,MS,blank
Sample-176,1278,371,29.03,310,266,20.81,266,20.81,24,mifish,MS,blank
Sample-177,3478151,476524,13.7,432233,340292,9.78,338615,9.74,24,mifish,MS,blank
925001,63827,27205,42.62,26279,23714,37.15,23570,36.93,25,COI,MS,surface
925002,177493,86372,48.66,85152,78890,44.45,78587,44.28,25,COI,MS,surface
925003,174976,85277,48.74,84104,78469,44.85,78122,44.65,25,COI,MS,surface
925004,194656,94737,48.67,92947,85593,43.97,85125,43.73,25,COI,MS,surface
925005,183912,89716,48.78,87770,81443,44.28,81017,44.05,25,COI,MS,surface
925006,169541,81498,48.07,79569,73541,43.38,73163,43.15,25,COI,MS,surface
925007,183135,89455,48.85,87576,82347,44.97,82092,44.83,25,COI,MS,surface
925008,187481,91757,48.94,89854,84068,44.84,83774,44.68,25,COI,MS,surface
925009,180872,88158,48.74,86091,79904,44.18,79548,43.98,25,COI,MS,surface
925010,136568,66596,48.76,65068,60394,44.22,60213,44.09,25,COI,MS,surface
925011,167304,81209,48.54,79767,73770,44.09,73354,43.84,25,COI,MS,surface
925012,162596,79181,48.7,77599,71606,44.04,71416,43.92,25,COI,MS,surface
925013,159915,77524,48.48,75383,69144,43.24,68713,42.97,25,COI,MS,surface
925014,198108,95257,48.08,93072,84453,42.63,83892,42.35,25,COI,MS,surface
925015,196047,95808,48.87,93563,84122,42.91,83550,42.62,25,COI,MS,surface
925016,188129,90923,48.33,88845,79716,42.37,79076,42.03,25,COI,MS,surface
925017,241281,117633,48.75,115300,104659,43.38,103893,43.06,25,COI,MS,surface
925018,154043,74990,48.68,73208,65202,42.33,64679,41.99,25,COI,MS,surface
925019,163989,79736,48.62,77788,69255,42.23,68766,41.93,25,COI,MS,surface
925020,177342,86118,48.56,84009,76778,43.29,76320,43.04,25,COI,MS,surface
925021,183701,88766,48.32,86751,77055,41.95,76586,41.69,25,COI,MS,surface
925022,169966,81213,47.78,79319,67752,39.86,67097,39.48,25,COI,MS,surface
925023,162539,78651,48.39,76683,68721,42.28,68174,41.94,25,COI,MS,surface
925024,174541,84826,48.6,82580,70862,40.6,70190,40.21,25,COI,MS,surface
925025,163332,78242,47.9,76334,63876,39.11,63009,38.58,25,COI,MS,surface
925026,176516,85338,48.35,83259,69299,39.26,68468,38.79,25,COI,MS,surface
925027,160753,77503,48.21,75712,65378,40.67,64678,40.23,25,COI,MS,surface
925028,187104,89512,47.84,87533,72591,38.8,71380,38.15,25,COI,MS,surface
925029,174629,82806,47.42,80795,66550,38.11,65597,37.56,25,COI,MS,surface
925030,149672,70466,47.08,68567,56003,37.42,55047,36.78,25,COI,MS,surface
925031,170052,81326,47.82,79891,63547,37.37,62272,36.62,25,COI,MS,surface
925032,147135,68699,46.69,67139,52667,35.8,51441,34.96,25,COI,MS,surface
925033,145545,67882,46.64,66714,49824,34.23,48648,33.42,25,COI,MS,surface
925034,138331,66087,47.77,65248,63157,45.66,63040,45.57,25,COI,MS,surface
925035,163327,78797,48.24,77781,74687,45.73,74448,45.58,25,COI,MS,surface
925036,185279,89672,48.4,88742,85522,46.16,85251,46.01,25,COI,MS,surface
925037,169186,82981,49.05,82168,79267,46.85,79129,46.77,25,COI,MS,surface
925038,168215,81234,48.29,80395,78185,46.48,78053,46.4,25,COI,MS,surface
925039,139391,68504,49.15,67874,66200,47.49,66108,47.43,25,COI,MS,surface
925040,3545,626,17.66,556,543,15.32,543,15.32,25,COI,MS,blank
925041,187790,91577,48.77,90887,88701,47.23,88530,47.14,25,COI,MS,surface
925042,169740,83182,49.01,82656,81001,47.72,80872,47.64,25,COI,MS,surface
925043,198467,96641,48.69,95935,92896,46.81,92631,46.67,25,COI,MS,surface
925044,154887,75723,48.89,74613,71475,46.15,71362,46.07,25,COI,MS,surface
925045,185239,90234,48.71,89005,85862,46.35,85593,46.21,25,COI,MS,surface
925046,194076,94547,48.72,93226,89293,46.01,89031,45.87,25,COI,MS,surface
925047,203717,99977,49.08,98559,94407,46.34,94064,46.17,25,COI,MS,surface
925048,152860,75261,49.24,73963,71090,46.51,70855,46.35,25,COI,MS,surface
925049,185920,90136,48.48,88613,84830,45.63,84549,45.48,25,COI,MS,surface
925050,122126,58513,47.91,57253,55264,45.25,55188,45.19,25,COI,MS,surface
925051,167372,81319,48.59,80132,77307,46.19,77175,46.11,25,COI,MS,surface
925052,164654,80258,48.74,78931,76041,46.18,75916,46.11,25,COI,MS,surface
925053,175368,85899,48.98,84835,82140,46.84,81975,46.74,25,COI,MS,surface
925054,170328,83457,49.0,82452,79466,46.65,79324,46.57,25,COI,MS,surface
925055,166901,81894,49.07,81046,78842,47.24,78740,47.18,25,COI,MS,surface
925056,169661,82455,48.6,81557,78999,46.56,78887,46.5,25,COI,MS,surface
925057,167031,81696,48.91,80650,78117,46.77,77958,46.67,25,COI,MS,surface
925058,152796,75318,49.29,74307,71634,46.88,71503,46.8,25,COI,MS,surface
925059,168130,80968,48.16,79797,75635,44.99,75387,44.84,25,COI,MS,surface
925060,180529,88075,48.79,86859,82570,45.74,82250,45.56,25,COI,MS,surface
925061,171209,83218,48.61,82041,77801,45.44,77515,45.28,25,COI,MS,surface
925062,153016,74461,48.66,73306,70755,46.24,70569,46.12,25,COI,MS,surface
925063,180467,87553,48.51,86677,84144,46.63,83981,46.54,25,COI,MS,surface
925064,177996,86741,48.73,85555,83019,46.64,82800,46.52,25,COI,MS,surface
925065,175050,85481,48.83,84159,80448,45.96,80279,45.86,25,COI,MS,surface
925066,158166,77021,48.7,76403,74109,46.86,74011,46.79,25,COI,MS,surface
925067,206711,100273,48.51,98664,94151,45.55,93709,45.33,25,COI,MS,surface
925068,138745,67479,48.64,66353,63869,46.03,63646,45.87,25,COI,MS,surface
925069,176216,85628,48.59,84582,81889,46.47,81753,46.39,25,COI,MS,surface
925070,185405,90685,48.91,89681,86602,46.71,86421,46.61,25,COI,MS,surface
925071,158227,76558,48.38,75683,73558,46.49,73423,46.4,25,COI,MS,surface
925072,177630,87000,48.98,85957,82912,46.68,82659,46.53,25,COI,MS,surface
925073,164829,80295,48.71,79406,77030,46.73,76898,46.65,25,COI,MS,surface
925074,177699,87158,49.05,85639,82271,46.3,82036,46.17,25,COI,MS,surface
925075,162568,79518,48.91,78556,75820,46.64,75714,46.57,25,COI,MS,surface
925076,162117,79167,48.83,78088,75441,46.53,75306,46.45,25,COI,MS,surface
925077,494,111,22.47,70,64,12.96,64,12.96,25,COI,MS,blank
975-ENEG-1,1607,235,14.62,172,152,9.46,152,9.46,25,COI,MS,blank
975-ENEG-2,1547,142,9.18,103,74,4.78,74,4.78,25,COI,MS,blank
976-ENEG-1,1576,166,10.53,124,117,7.42,117,7.42,25,COI,MS,blank
976-ENEG-2,976,124,12.7,77,70,7.17,70,7.17,25,COI,MS,blank
977-ENEG-1,1150,188,16.35,130,119,10.35,119,10.35,25,COI,MS,blank
977-ENEG-2,863,110,12.75,70,68,7.88,68,7.88,25,COI,MS,blank
978-ENEG-1,1839,145,7.88,109,105,5.71,105,5.71,25,COI,MS,blank
925001,53642,51022,95.12,46836,43850,81.75,43850,81.75,25,mifish,MS,surface
925002,115825,109280,94.35,108377,103960,89.76,103483,89.34,25,mifish,MS,surface
925003,86405,79348,91.83,78089,74496,86.22,74312,86.0,25,mifish,MS,surface
925004,154768,152395,98.47,149326,142477,92.06,141921,91.7,25,mifish,MS,surface
925005,228269,225657,98.86,223668,218014,95.51,217469,95.27,25,mifish,MS,surface
925006,180661,178804,98.97,172959,168468,93.25,168044,93.02,25,mifish,MS,surface
925007,92043,90416,98.23,89312,83260,90.46,82800,89.96,25,mifish,MS,surface
925008,217464,208447,95.85,206379,199314,91.65,197823,90.97,25,mifish,MS,surface
925009,180456,174576,96.74,170631,161027,89.23,153816,85.24,25,mifish,MS,surface
925010,139488,133994,96.06,131094,124256,89.08,123870,88.8,25,mifish,MS,surface
925011,131744,130116,98.76,127431,122428,92.93,121519,92.24,25,mifish,MS,surface
925012,217005,212326,97.84,208356,202094,93.13,200376,92.34,25,mifish,MS,surface
925013,235180,233023,99.08,229251,217193,92.35,216878,92.22,25,mifish,MS,surface
925014,228836,225312,98.46,222148,214131,93.57,212996,93.08,25,mifish,MS,surface
925015,153726,149972,97.56,147823,142940,92.98,141951,92.34,25,mifish,MS,surface
925016,198256,195755,98.74,192720,184689,93.16,182739,92.17,25,mifish,MS,surface
925017,193008,190891,98.9,188850,183750,95.2,183711,95.18,25,mifish,MS,surface
925018,194042,190749,98.3,189375,182174,93.88,179317,92.41,25,mifish,MS,surface
925019,184250,181439,98.47,178784,169248,91.86,169046,91.75,25,mifish,MS,surface
925020,195546,193014,98.71,190160,183004,93.59,182148,93.15,25,mifish,MS,surface
925021,190269,188267,98.95,187131,179654,94.42,179477,94.33,25,mifish,MS,surface
925022,179630,171764,95.62,167460,157991,87.95,156974,87.39,25,mifish,MS,surface
925023,200584,197461,98.44,194831,179676,89.58,178595,89.04,25,mifish,MS,surface
925024,203154,201116,99.0,198503,185307,91.22,184085,90.61,25,mifish,MS,surface
925025,184913,182886,98.9,180710,169157,91.48,168732,91.25,25,mifish,MS,surface
925026,206420,203435,98.55,200850,189720,91.91,187613,90.89,25,mifish,MS,surface
925027,174290,172193,98.8,169112,161886,92.88,160956,92.35,25,mifish,MS,surface
925028,176104,174569,99.13,172290,160374,91.07,160334,91.05,25,mifish,MS,surface
925029,148734,146603,98.57,143046,126909,85.33,122886,82.62,25,mifish,MS,surface
925030,109801,108244,98.58,106760,94269,85.85,93985,85.6,25,mifish,MS,surface
925031,136961,135455,98.9,133743,118581,86.58,118577,86.58,25,mifish,MS,surface
925032,175875,170104,96.72,164692,146896,83.52,145769,82.88,25,mifish,MS,surface
925033,34417,32460,94.31,31406,25382,73.75,25378,73.74,25,mifish,MS,surface
925034,27796,27009,97.17,26385,24618,88.57,24618,88.57,25,mifish,MS,surface
925035,180565,177030,98.04,175464,167711,92.88,166612,92.27,25,mifish,MS,surface
925036,131531,128808,97.93,127384,121574,92.43,119380,90.76,25,mifish,MS,surface
925037,130437,128274,98.34,126594,121616,93.24,118292,90.69,25,mifish,MS,surface
925038,65866,64766,98.33,63472,59595,90.48,59591,90.47,25,mifish,MS,surface
925039,77030,75178,97.6,74942,73257,95.1,69877,90.71,25,mifish,MS,surface
925040,30557,25050,81.98,23967,23303,76.26,23303,76.26,25,mifish,MS,blank
925041,109920,107516,97.81,106641,102087,92.87,100358,91.3,25,mifish,MS,surface
925042,77684,76015,97.85,75609,73023,94.0,73018,93.99,25,mifish,MS,surface
925043,108148,105265,97.33,103918,99212,91.74,98503,91.08,25,mifish,MS,surface
925044,99273,96856,97.57,95783,92116,92.79,91597,92.27,25,mifish,MS,surface
925045,104259,102406,98.22,101108,94100,90.26,93625,89.8,25,mifish,MS,surface
925046,205513,201679,98.13,200548,192346,93.59,189245,92.08,25,mifish,MS,surface
925047,152307,150448,98.78,148361,141710,93.04,140157,92.02,25,mifish,MS,surface
925048,121416,119026,98.03,117932,108805,89.61,108789,89.6,25,mifish,MS,surface
925049,156677,151316,96.58,149589,141351,90.22,139468,89.02,25,mifish,MS,surface
925050,47355,45772,96.66,44811,41522,87.68,40605,85.75,25,mifish,MS,surface
925051,64536,63613,98.57,62996,59766,92.61,59757,92.59,25,mifish,MS,surface
925052,67366,66038,98.03,65588,61059,90.64,61002,90.55,25,mifish,MS,surface
925053,112626,107277,95.25,106595,103056,91.5,102144,90.69,25,mifish,MS,surface
925054,60297,58649,97.27,57817,50902,84.42,50889,84.4,25,mifish,MS,surface
925055,142203,138965,97.72,137640,131172,92.24,128212,90.16,25,mifish,MS,surface
925056,67771,63523,93.73,63204,60563,89.36,57591,84.98,25,mifish,MS,surface
925057,130752,126809,96.98,125603,121945,93.26,121126,92.64,25,mifish,MS,surface
925058,105706,103461,97.88,102304,98489,93.17,97889,92.6,25,mifish,MS,surface
925059,150458,147663,98.14,146018,139783,92.9,136978,91.04,25,mifish,MS,surface
925060,97605,96336,98.7,94589,88869,91.05,88227,90.39,25,mifish,MS,surface
925061,166030,162513,97.88,159133,149169,89.84,148823,89.64,25,mifish,MS,surface
925062,138832,135658,97.71,131538,127382,91.75,126724,91.28,25,mifish,MS,surface
925063,129536,126195,97.42,124826,118623,91.58,113909,87.94,25,mifish,MS,surface
925064,108137,106490,98.48,105287,99040,91.59,96931,89.64,25,mifish,MS,surface
925065,194899,191006,98.0,189739,183176,93.99,176232,90.42,25,mifish,MS,surface
925066,77475,75840,97.89,75381,73611,95.01,58829,75.93,25,mifish,MS,surface
925067,161777,158881,98.21,157473,151406,93.59,146055,90.28,25,mifish,MS,surface
925068,204690,200798,98.1,198736,189521,92.59,181821,88.83,25,mifish,MS,surface
925069,63006,61950,98.32,61528,58574,92.97,57621,91.45,25,mifish,MS,surface
925070,210784,205343,97.42,204128,196289,93.12,195151,92.58,25,mifish,MS,surface
925071,139088,136374,98.05,135335,131430,94.49,128809,92.61,25,mifish,MS,surface
925072,97944,94286,96.27,93381,89945,91.83,89942,91.83,25,mifish,MS,surface
925073,205466,202159,98.39,200275,194847,94.83,194783,94.8,25,mifish,MS,surface
925074,213855,209981,98.19,208381,202344,94.62,199189,93.14,25,mifish,MS,surface
925075,226412,222517,98.28,221143,212881,94.02,205847,90.92,25,mifish,MS,surface
925076,224986,220995,98.23,219470,211596,94.05,196707,87.43,25,mifish,MS,surface
925077,2059,1730,84.02,1359,1032,50.12,1032,50.12,25,mifish,MS,blank
975-ENEG-1,1790,1565,87.43,1269,835,46.65,835,46.65,25,mifish,MS,blank
975-ENEG-2,3794,1335,35.19,1131,807,21.27,807,21.27,25,mifish,MS,blank
976-ENEG-1,1425,1174,82.39,1019,751,52.7,751,52.7,25,mifish,MS,blank
976-ENEG-2,4273,1478,34.59,1171,677,15.84,677,15.84,25,mifish,MS,blank
977-ENEG-1,2210,1971,89.19,1736,1276,57.74,1276,57.74,25,mifish,MS,blank
977-ENEG-2,1757,815,46.39,640,462,26.29,462,26.29,25,mifish,MS,blank
978-ENEG-1,3748,1338,35.7,1049,638,17.02,638,17.02,25,mifish,MS,blank
